nome,tot,male,female
RODOLFO FEDERICO,15,15,0
RODOLFO FRANCESCO,4,4,0
RODOLFO G.A.,13,13,0
RODOLFO GIANNI,3,3,0
RODOLFO GIORGIO,5,5,0
RODOLFO GIOVANNI,17,17,0
RODOLFO GIULIANO,34,34,0
RODOLFO GIUSEPPE,8,8,0
RODOLFO JOSE',6,6,0
RODOLFO M.,5,5,0
RODOLFO MARCELLO,5,5,0
RODOLFO MARIA,21,16,5
RODOLFO MARIO,15,15,0
RODOLFO MATTEO,10,10,0
RODOLFO MICHELE,3,3,0
RODOLFO PAOL,8,8,0
RODOLFO PAOLO,24,24,0
RODOLFO PIETRO,16,16,0
RODOLFO RAFFAELE,1,1,0
RODOLFO ROBERTO,19,19,0
RODOLFO SERGIO,14,14,0
RODOLFO SIGIFREDO,4,4,0
RODOLFO VALENTINO,5,5,0
RODOLFO WALTER,20,20,0
RODOMONTE AUGUSTO,19,19,0
RODORIGO,5,5,0
RODRIGO,35,35,0
RODRIGUE,5,5,0
ROERTO,5,5,0
ROFFARELLO LIVIO,10,10,0
ROFFARELLO REMO,10,10,0
ROFREDO,4,4,0
ROGER,96,96,0
ROGER ARMAND,10,10,0
ROGER ATO,5,5,0
ROGERS,4,4,0
ROI,21,21,0
ROLAND,555,555,0
ROLAND GIOVANNI,6,6,0
ROLAND VINZENZ,20,20,0
ROLAND WALTER,33,33,0
ROLANDO,2365,2365,0
ROLANDO ANDREA,9,9,0
ROLANDO ANTONIO,45,45,0
ROLANDO C.,10,10,0
ROLANDO CARMINE,14,14,0
ROLANDO FABIO,1,1,0
ROLANDO GIUSEPPE,4,4,0
ROLANDO SALVATORE,5,5,0
ROLANDO STEFANO,10,10,0
ROLANDO VALERIO,12,12,0
ROLDANO,28,28,0
ROLLANDO,5,5,0
ROMAGNA ANTONIA,5,0,5
ROMALDO,27,27,0
ROMALLO,9,9,0
ROMAN,163,163,0
ROMANA,445,0,445
ROMANA MARIA,24,0,24
ROMANA MARIA ANNA,5,0,5
ROMANA OLGA,5,0,5
ROMANDINO,5,5,0
ROMANDO,5,5,0
ROMANELLA,5,0,5
ROMANELLO,21,21,0
ROMANET FEDERICO,5,5,0
ROMANI,4,4,0
ROMANIA,11,0,11
ROMANILDE,5,0,5
ROMANINO,17,17,0
ROMANITA,5,0,5
ROMANO,7377,7377,0
ROMANO ALBERTO,4,4,0
ROMANO ALDO,10,10,0
ROMANO ALFREDO,4,4,0
ROMANO ANGELO,15,15,0
ROMANO ANTON,4,4,0
ROMANO ANTONIO,13,13,0
ROMANO AURELIO,5,5,0
ROMANO BATTISTA,5,5,0
ROMANO BENIGNO,10,10,0
ROMANO BENITO,5,5,0
ROMANO DANTE,4,4,0
ROMANO DOMENICO,3,3,0
ROMANO EDMONDO,12,12,0
ROMANO EMANUELE,20,20,0
ROMANO EMILIO,5,5,0
ROMANO ENRICO,5,5,0
ROMANO FAUSTO,6,6,0
ROMANO FRANCO,6,6,0
ROMANO GINO,4,4,0
ROMANO GIORGIO,12,12,0
ROMANO GIOVANNI,10,10,0
ROMANO GIUSEPPE,15,15,0
ROMANO ISACCO,3,3,0
ROMANO ITALO,12,12,0
ROMANO ITALO CARLO,2,2,0
ROMANO LUCIANO,5,5,0
ROMANO LUCIO,5,5,0
ROMANO LUIGI,5,5,0
ROMANO MARIA,22,22,0
ROMANO MARIO,3,3,0
ROMANO MICHELE,5,5,0
ROMANO NICOLA,4,4,0
ROMANO PAOLO,34,34,0
ROMANO PIETRO,1,1,0
ROMANO RENATO,5,5,0
ROMANO ROBERTO,6,6,0
ROMANO ROMEO,28,28,0
ROMANO TOBIA,12,12,0
ROMANO UMBERTO,5,5,0
ROMANO VITTORIO,9,9,0
ROMEA,10,0,10
ROMEDIO,63,63,0
ROMEDIUS,10,10,0
ROMEDIUS JAKOB,20,20,0
ROMELIA,16,0,16
ROMELIO,4,4,0
ROMEO,2929,2929,0
ROMEO ADOLFO,5,5,0
ROMEO AGOSTINO,8,8,0
ROMEO ANADIR,12,12,0
ROMEO ANTONIO,10,10,0
ROMEO BENITO,5,5,0
ROMEO BRUNO,5,5,0
ROMEO DOMENICO,5,5,0
ROMEO FRANCO,5,5,0
ROMEO GIORGIO,7,7,0
ROMEO GIOVANNI,4,4,0
ROMEO GIUSEPPE,4,4,0
ROMEO LUISITO,5,5,0
ROMEO MARCEL,10,10,0
ROMEO MARIA,13,13,0
ROMEO MARIO,5,5,0
ROMEO MARIO ALDO,10,10,0
ROMEO MENTORE,14,14,0
ROMEO PAOLO,7,7,0
ROMEO TONINO,10,10,0
ROMEO VIRGILIO,6,6,0
ROMEO VITO,5,5,0
ROMEO VITTORIO,10,10,0
ROMEO VOLUSIANO,4,4,0
ROMER,7,0,7
ROMERO,9,9,0
ROMILDA,105,0,105
ROMILDE,10,0,10
ROMILDO,130,130,0
ROMILIO,8,8,0
ROMILIO LORENZO,28,28,0
ROMINA,1099,0,1099
ROMINA IVANA,1,0,1
ROMINA LETIZIA,5,0,5
ROMINA MARIA,5,0,5
ROMINA RITA,10,0,10
ROMINO,5,5,0
ROMMINA,5,0,5
ROMOLE,5,5,0
ROMOLO,1613,1613,0
ROMOLO ANGELO,5,5,0
ROMOLO ANTONIO,5,5,0
ROMOLO LUIGI,10,10,0
ROMOLO MARIA,4,4,0
ROMOLO MARIO,13,13,0
ROMOLO OTTAVIO,23,23,0
ROMOLO PIER LUIGI,25,25,0
ROMOLO ROCCO,4,4,0
ROMOLO SEVERINO,4,4,0
ROMOLO TEOFILO,3,3,0
ROMOLO VINCENZO,5,5,0
ROMUAL MARIA,5,5,0
ROMUALDO,699,699,0
ROMUALDO CLAUDIO,2,2,0
ROMUALDO ORAZIO,5,5,0
RONALD,20,20,0
RONALDO,57,57,0
RONELLO,23,23,0
RONERTO,7,7,0
RONI,4,4,0
RONNI,11,11,0
RONNI SECONDO,7,7,0
RONNIE,21,21,0
RONNY,56,46,10
RONZO,1,1,0
ROOCO,1,1,0
ROPBERTA,5,0,5
ROPERTO,3,3,0
ROSA,4261,0,4261
ROSA ADELE,19,0,19
ROSA ALBA,24,0,24
ROSA ALBA ILIANA,2,0,2
ROSA ALBINA,28,0,28
ROSA ALICE,10,0,10
ROSA ALMA,4,0,4
ROSA ANGELA,113,0,113
ROSA ANNA,248,0,248
ROSA ANNA MARIA,5,0,5
ROSA ANNA PIA,12,0,12
ROSA ANTONIA,1,0,1
ROSA ANTONINA,3,0,3
ROSA ASSUNTA,10,0,10
ROSA BARBARA,5,0,5
ROSA BIANCA,1,0,1
ROSA CARLA,1,0,1
ROSA CARMELA,16,0,16
ROSA CAROLINA,1,0,1
ROSA CATERINA,2,0,2
ROSA CELESTE,5,0,5
ROSA CHIARA,1,0,1
ROSA COSTANZA,15,0,15
ROSA DANIELA,2,0,2
ROSA DANILA,10,0,10
ROSA DIVIA,4,0,4
ROSA DOMENICA,12,0,12
ROSA ELENA,6,0,6
ROSA ELIADORA,1,0,1
ROSA EMILIANA,1,0,1
ROSA ENRICA,6,0,6
ROSA ERNESTA,10,0,10
ROSA FAUSTA,19,0,19
ROSA FRANCA,23,0,23
ROSA FRANCESCA,4,0,4
ROSA GABRIELA,1,0,1
ROSA GABRIELLA,11,0,11
ROSA GELSOMINO,10,0,10
ROSA GILDA,6,0,6
ROSA GIOVANNA,27,0,27
ROSA GIUSEPPINA,10,0,10
ROSA GRAZIA,12,0,12
ROSA IN BOVE,5,0,5
ROSA LETIZIA,11,0,11
ROSA LETIZIA MARIA,2,0,2
ROSA LIA,5,0,5
ROSA LIDA,5,0,5
ROSA LIDIA,15,0,15
ROSA LINA,19,0,19
ROSA LINA MARIA,1,0,1
ROSA LOREDANA,7,0,7
ROSA LUCIA,35,0,35
ROSA LUIGIA,18,0,18
ROSA M.G.,1,0,1
ROSA MADDALENA,5,0,5
ROSA MARGHER,4,0,4
ROSA MARGHERITA,15,0,15
ROSA MARI',15,0,15
ROSA MARIA,684,0,684
ROSA MARIA ALFIA,8,0,8
ROSA MARIA ANNA,4,0,4
ROSA MARIA ASSUNTA,5,0,5
ROSA MARIA FELICITA,5,0,5
ROSA MARIA GIULIANA,4,0,4
ROSA MARIA GRAZIA,4,0,4
ROSA MARIA RITA,2,0,2
ROSA MARIA ROSARIA,11,0,11
ROSA MARINA,3,0,3
ROSA MAURA,4,0,4
ROSA MILVA,2,0,2
ROSA MIRELLA,4,0,4
ROSA MIRIA,6,0,6
ROSA MIRIAM,4,0,4
ROSA NUNZIA,5,0,5
ROSA PATRIZIA,5,0,5
ROSA PIA,13,0,13
ROSA PIERA,5,0,5
ROSA RACHELE,4,0,4
ROSA RAFFAELLA,4,0,4
ROSA RITA,82,0,82
ROSA RITA ROSARIA,2,0,2
ROSA ROMANA,1,0,1
ROSA ROSARIA,9,0,9
ROSA SERAFINA,10,0,10
ROSA SILVIA,24,0,24
ROSA STELLA,5,0,5
ROSA TERESA,19,0,19
ROSA TERESA DANIELA,9,0,9
ROSA V.ZA G.NNA,4,0,4
ROSA VINCENZA,4,0,4
ROSA VINCENZA GIOVANNA,4,0,4
ROSABIANCA,4,0,4
ROSADO,5,5,0
ROSAENZO,10,0,10
ROSAGNESE,26,0,26
ROSAIA,5,0,5
ROSALBA,1221,0,1221
ROSALBA AMALIA,8,0,8
ROSALBA ANNA,5,0,5
ROSALBA ANTONIA,5,0,5
ROSALBA ANTONINA,5,0,5
ROSALBA CERIALE,6,0,6
ROSALBA LOREDANA,4,0,4
ROSALBA LUCIA,4,0,4
ROSALBA MARIA,6,0,6
ROSALBA MARIA LETIZI,5,0,5
ROSALBA PIERA,4,0,4
ROSALBA RITA,6,0,6
ROSALBA TERESA,5,0,5
ROSALBA VITTORIA,9,0,9
ROSALBINA,9,0,9
ROSALBINO,82,82,0
ROSALDA,6,0,6
ROSALDINA,8,0,8
ROSALDO,48,48,0
ROSALDO DELIO,5,5,0
ROSALEA,5,0,5
ROSALENA,10,0,10
ROSALIA,817,0,817
ROSALIA AMBROGINA,5,0,5
ROSALIA ANNA,9,0,9
ROSALIA ANTONELLA,6,0,6
ROSALIA CARMEN,1,0,1
ROSALIA CATERINA,5,0,5
ROSALIA DELFINA,5,0,5
ROSALIA FRANCA,1,0,1
ROSALIA IMMACOLATA,10,5,5
ROSALIA LINDA,2,0,2
ROSALIA MARIA,5,0,5
ROSALIA MARIA CHIARA,1,0,1
ROSALIA MARIA TERESA,2,0,2
ROSALIA MAURA,20,0,20
ROSALIA PALMA,4,0,4
ROSALIA RITA,4,0,4
ROSALIA SERENA,3,0,3
ROSALIDA,4,0,4
ROSALINA,33,0,33
ROSALINDA,201,0,201
ROSALINO,88,88,0
ROSALINO LIBERATO,4,4,0
ROSALISA,26,0,26
ROSALMA,6,0,6
ROSAMARIA,184,0,184
ROSAMARIA ELENA,14,0,14
ROSAMARIA  ELENA,3,0,3
ROSAMARINA,19,0,19
ROSANA,3,0,3
ROSANA MARIA,5,0,5
ROSANGELA,521,5,516
ROSANGELA MARIA,5,0,5
ROSANGELO,23,23,0
ROSANNA,4176,0,4176
ROSANNA ANDREINA,5,0,5
ROSANNA ANGELA,5,0,5
ROSANNA CELESTINA,5,0,5
ROSANNA CLELIA,5,0,5
ROSANNA DARIA,1,0,1
ROSANNA DOMENICA,10,0,10
ROSANNA ERMINIA,2,0,2
ROSANNA ERNESTA,26,0,26
ROSANNA ERSILIA,10,0,10
ROSANNA EUGENIA,5,0,5
ROSANNA FANINA,2,0,2
ROSANNA GIUSEPPINA,12,0,12
ROSANNA IMMACOLATA,10,0,10
ROSANNA MARGHERITA,1,0,1
ROSANNA MARIA,7,0,7
ROSANNA MARIA PATRIZIA,1,0,1
ROSANNA MARILENA,6,0,6
ROSANNA PALMINA,12,0,12
ROSANNA PIETRA,1,1,0
ROSANNA RITA,1,0,1
ROSANNA VALERIA,10,0,10
ROSANNO,20,20,0
ROSANO,25,25,0
ROSANTONIA,10,0,10
ROSARIA,1686,0,1686
ROSARIA ALBA,1,0,1
ROSARIA AMALIA,1,0,1
ROSARIA ANGELA,4,0,4
ROSARIA ANGELA MARIA,5,0,5
ROSARIA ANITA,5,0,5
ROSARIA ANNA,29,0,29
ROSARIA ANTONIA,1,0,1
ROSARIA AURORA,2,0,2
ROSARIA BARBARA,7,0,7
ROSARIA CARMELA,2,0,2
ROSARIA ELVIRA,5,0,5
ROSARIA FILIPPA,6,0,6
ROSARIA FLAVIA,5,0,5
ROSARIA GEMMA,4,0,4
ROSARIA GIUDITTA,12,0,12
ROSARIA GIUSEPPA,10,0,10
ROSARIA IMMACOLATA,5,0,5
ROSARIA KATIUSCIA,5,0,5
ROSARIA LETIZIA,5,0,5
ROSARIA LIDI,5,0,5
ROSARIA MARIA,23,0,23
ROSARIA MARIA F.,5,0,5
ROSARIA MARIA LUCIA,4,0,4
ROSARIA PIETRA,4,0,4
ROSARIA RITA,28,0,28
ROSARIA TERESA,4,0,4
ROSARINA,5,0,5
ROSARINO,13,13,0
ROSARIO,8128,8128,0
ROSARIO AGAT,5,5,0
ROSARIO AGAZIO,10,10,0
ROSARIO AGOSTINO,5,5,0
ROSARIO ALESSANDRO,5,5,0
ROSARIO ALESSIO,5,5,0
ROSARIO ANDREA,5,5,0
ROSARIO ANTO,2,2,0
ROSARIO ANTONINO,18,18,0
ROSARIO ANTONIO,53,53,0
ROSARIO ANTONIO GIUSEPPE,1,1,0
ROSARIO BERNARDINO,1,1,0
ROSARIO BIAGIO,7,7,0
ROSARIO BRUNO,19,19,0
ROSARIO CAMILLO,9,9,0
ROSARIO CARLO,5,5,0
ROSARIO CARLO M.,7,7,0
ROSARIO CARMELO,5,5,0
ROSARIO CARMINE,1,1,0
ROSARIO CLAUDIO,33,33,0
ROSARIO DARIO,3,3,0
ROSARIO DAVIDE,1,1,0
ROSARIO DOMENICO,14,14,0
ROSARIO DOMENIO,4,4,0
ROSARIO ERNESTO,5,5,0
ROSARIO EUGENIO,21,21,0
ROSARIO F.,5,5,0
ROSARIO FABIANO,4,4,0
ROSARIO FABIO,15,15,0
ROSARIO FELICE,3,3,0
ROSARIO FILIPPO,6,6,0
ROSARIO FRANCESCO,27,27,0
ROSARIO FRANCO,5,5,0
ROSARIO GAETANO,4,4,0
ROSARIO GIANCARLO,2,2,0
ROSARIO GIOACHINO,2,2,0
ROSARIO GIORGIO,27,27,0
ROSARIO GIOVANNI,28,28,0
ROSARIO GIUS,10,10,0
ROSARIO GIUSEPPE,65,65,0
ROSARIO GIUSTINO,8,8,0
ROSARIO GRAZIANO,8,8,0
ROSARIO JAMES,16,16,0
ROSARIO JOACHINO CALOGERO,2,2,0
ROSARIO LEONARDO,9,9,0
ROSARIO LORENZO,5,5,0
ROSARIO LORETO,2,2,0
ROSARIO LUCIANO,14,14,0
ROSARIO LUIGI,20,20,0
ROSARIO MARCO,4,4,0
ROSARIO MARIA,15,15,0
ROSARIO MARIA AGATINO,19,19,0
ROSARIO MARIANO,5,5,0
ROSARIO MARIO,15,15,0
ROSARIO MASSIMO,30,30,0
ROSARIO MASSIMO M.,5,5,0
ROSARIO MAURIZIO,4,4,0
ROSARIO MICHELE,12,12,0
ROSARIO NICOLA,5,5,0
ROSARIO NICOLO',10,10,0
ROSARIO NUNZIATO,12,12,0
ROSARIO NUNZIO,3,0,3
ROSARIO ORAZ,5,5,0
ROSARIO P,10,10,0
ROSARIO PAOLO,4,4,0
ROSARIO PASQUALE,18,18,0
ROSARIO PIET,5,5,0
ROSARIO PIETRO,4,4,0
ROSARIO PIO,11,11,0
ROSARIO POMPEO,11,11,0
ROSARIO RAFFAELE,10,10,0
ROSARIO ROCCO,7,7,0
ROSARIO S,4,4,0
ROSARIO SABATINO,5,5,0
ROSARIO SALVATORE,61,61,0
ROSARIO SANDRO,13,13,0
ROSARIO SANTE,4,4,0
ROSARIO SANTO,10,10,0
ROSARIO SEBASTIANO,4,4,0
ROSARIO TOMMASO,5,5,0
ROSARIO TONI,7,7,0
ROSARIO UMBERTO,4,4,0
ROSARIO V.RIO,5,5,0
ROSARIO VINCENZ,2,2,0
ROSARIO VIOLA,3,3,0
ROSARIO VITTORIO,2,2,0
ROSARITA,26,0,26
ROSATO,74,74,0
ROSAURA,36,0,36
ROSAURO,18,18,0
ROSAVICA,21,0,21
ROSE,5,5,0
ROSE MARIE,32,0,32
ROSE',2,2,0
ROSELBA,2,0,2
ROSELDA,19,0,19
ROSELIA,3,0,3
ROSELINDE,35,0,35
ROSELLA,1200,5,1195
ROSELLA AUGUSTA,5,0,5
ROSELLA C,5,0,5
ROSELLA CATERINA,9,0,9
ROSELLA GARD,10,0,10
ROSELLA GARDELLA,4,0,4
ROSELLA GINA,4,0,4
ROSELLA GIVERA,10,0,10
ROSELLA MARIA,6,0,6
ROSELLA MARIA RAIMON,4,0,4
ROSELLA SANTINA,4,0,4
ROSELLINI,5,5,0
ROSELLO,33,33,0
ROSELY,4,0,4
ROSEMARY,3,0,3
ROSEMMA,38,0,38
ROSENDO,5,5,0
ROSENZO,5,5,0
ROSEO,40,40,0
ROSETTA,670,0,670
ROSETTA A.,5,0,5
ROSETTA ANNA,1,0,1
ROSETTA GIUSEPPINA,4,0,4
ROSETTA LAURA,2,0,2
ROSETTA MARIA,12,0,12
ROSETTA MAURA,5,0,5
ROSETTO,14,14,0
ROSI,14,0,14
ROSI AGNESE,3,0,3
ROSIANE,1,0,1
ROSIDA,10,0,10
ROSILDA,23,0,23
ROSILDE,26,5,21
ROSILDO,90,90,0
ROSILIO,11,11,0
ROSINA,623,0,623
ROSINA CARMELA,5,0,5
ROSINA EDDA,10,0,10
ROSINA GIOVANNA,5,0,5
ROSINA GIUSEPPINA,5,0,5
ROSINA MARIA,1,0,1
ROSINA RITA,5,0,5
ROSINE CHANTAL,3,0,3
ROSINELLA,2,0,2
ROSINO,54,54,0
ROSINO ANTONIO,4,4,0
ROSIO,4,4,0
ROSIRMA,19,0,19
ROSITA,393,0,393
ROSITA VALERIA,3,0,3
ROSITALA,2,0,2
ROSITANO,39,39,0
ROSITAVALERIA,5,0,5
ROSJ,10,0,10
ROSMARIA,7,0,7
ROSMARIE,110,0,110
ROSMERJ,3,0,3
ROSMERY,5,0,5
ROSMINA,4,0,4
ROSMINO,15,15,0
ROSMUNDA,8,0,8
ROSOLIA,6,0,6
ROSOLIN,5,5,0
ROSOLINA,12,0,12
ROSOLINO,566,566,0
ROSOLINO ANTONIO,4,4,0
ROSOLINO GIOVANNI,20,20,0
ROSOLINO GIUSEPPE,7,7,0
ROSOLINO MARIA,1,0,1
ROSOLO,7,7,0
ROSSANA,1229,0,1229
ROSSANA CARLA,4,0,4
ROSSANA CARMELA,8,0,8
ROSSANA CONSUELO,7,0,7
ROSSANA FERRUCCIA,15,0,15
ROSSANA IDA AURORA,10,0,10
ROSSANA IN POLITO,5,0,5
ROSSANA M. DEL VALLE,10,0,10
ROSSANA MARIA,10,0,10
ROSSANA NUNZIA,5,0,5
ROSSANA PASQUALINA,1,0,1
ROSSANA ROSARIA,2,0,2
ROSSANO,1791,1790,1
ROSSANO ANNIBALE,5,5,0
ROSSANO CS,4,4,0
ROSSANO ESCHILO,1,1,0
ROSSANO FILIPPO,1,1,0
ROSSANO LIBERO,30,30,0
ROSSANO LUCA,6,6,0
ROSSANO MARCO,5,5,0
ROSSANO MARI,5,5,0
ROSSANO MARIO,5,5,0
ROSSANO MARTINO,19,19,0
ROSSANO S.,5,5,0
ROSSANO SERGIO,8,8,0
ROSSANO VALENTE,13,13,0
ROSSELLA,1413,0,1413
ROSSELLA ANGELA,4,0,4
ROSSELLA AURORA,10,0,10
ROSSELLA LUISA,9,0,9
ROSSELLA MARIA,3,0,3
ROSSELLA MONICA,4,0,4
ROSSINA EDDA,5,0,5
ROSSLLA,5,0,5
ROSSO,5,5,0
ROSVALDO,44,44,0
ROSVEL,6,6,0
ROSWITHA,33,0,33
ROSWITTA,5,0,5
ROSY,16,0,16
ROSY ROBERTA,7,0,7
ROTA,5,5,0
ROTA ELENA,4,0,4
ROTILIO,12,12,0
ROUL,12,12,0
ROVENO,24,24,0
ROVERE ANTONIO,4,4,0
ROVERO,11,11,0
ROVESO,7,7,0
ROVIGLIO,5,5,0
ROVIS,4,4,0
ROY,2,2,0
RTOMMASINA,2,0,2
RUBEN,133,133,0
RUBEN IVAN,10,10,0
RUBENS,83,83,0
RUBERTO,5,5,0
RUBES,31,31,0
RUBINA,6,0,6
RUBINO,22,22,0
RUCCO,5,5,0
RUDDI,3,3,0
RUDI,663,663,0
RUDI ENRICO,6,6,0
RUDI IADER,6,6,0
RUDI MANLIO,15,15,0
RUDIANO,5,5,0
RUDIO,20,20,0
RUDJ,29,29,0
RUDOLF,462,462,0
RUDOLF CHRISTIAN,42,42,0
RUDOLF JOSEF,61,61,0
RUDOLF MARIA,5,5,0
RUDY,275,275,0
RUDY FRITZ REMO,10,10,0
RUDY GIOVANNI,3,3,0
RUDY VALENTINO,11,11,0
RUFFINO,5,5,0
RUFINO,17,17,0
RUFO,23,23,0
RUGERO,35,35,0
RUGGERIO,5,5,0
RUGGERO,3516,3516,0
RUGGERO ALBERTO,1,1,0
RUGGERO CIRO,20,20,0
RUGGERO FABIO,6,6,0
RUGGERO GIULIANO,5,5,0
RUGGERO GIUSEPPE,5,5,0
RUGGERO MARI,5,5,0
RUGGERO MARIA,10,10,0
RUGGERO MARIO,5,5,0
RUGGERO MICHELE,2,2,0
RUGGERO NATALE PIERO,5,5,0
RUGGERO PALMINO,2,2,0
RUGGERO ROBERTO,5,5,0
RUGGERO SECONDO,5,5,0
RUGGIERO,415,415,0
RUGGIERO ANGELO,5,5,0
RUGGIERO DOMENICO,6,6,0
RUGGIERO FLAVIO,1,1,0
RUGGIERO GAE,4,4,0
RUGGIERO GIUSEPPE,1,1,0
RUGGIERO LORENZINA,4,0,4
RUGGIERO MARIA,6,6,0
RUGGIERO PALMINO,6,6,0
RUGGIERO ROBERTO,5,5,0
RUGGIERO VITO,4,4,0
RUGIERO,5,5,0
RUK,10,10,0
RUMUALDO,5,5,0
RUPERT,16,16,0
RUPERT JOSEF,10,10,0
RUTH,29,0,29
RUTH BERTA,1,0,1
RUTH MARIA,20,0,20
RUTILIO,35,35,0
RUY BALS VITTORIO,5,5,0
RUY BLAS VITTORIO,8,8,0
S.TIZIANO,5,5,0
SABA,30,0,30
SABANTONIO,6,6,0
SABASTIANO,11,11,0
SABATINO,1019,1019,0
SABATINO ALDO,14,14,0
SABATINO ANTONIO,30,30,0
SABATINO CLETO,5,5,0
SABATINO FRA,5,5,0
SABATINO GAETANO,5,5,0
SABATINO MARIO,5,5,0
SABATINO MAURO,4,4,0
SABATINO NICOLA,10,10,0
SABATINO NINO,5,5,0
SABATO,818,818,0
SABATO ANTONIO,9,9,0
SABATO FELICE,17,17,0
SABATO GIORGIO,5,5,0
SABATO GIUSEPPE,4,0,4
SABATO NUNZIO,1,1,0
SABATO VINCENZO,20,20,0
SABATO VITO,4,4,0
SABBRINA,5,0,5
SABIANO,5,5,0
SABINA,867,0,867
SABINA ASSUNTA,8,0,8
SABINA CLARA,9,0,9
SABINA CLAUDIA,4,0,4
SABINA GIOVANNA,1,0,1
SABINA ILEANA,3,3,0
SABINA LUISA,13,0,13
SABINA MARIANGELA,6,0,6
SABINE,33,0,33
SABINE HELENE,5,0,5
SABINO,959,959,0
SABINO ALFONSO,2,2,0
SABINO ANTONIO,24,24,0
SABINO EMILIO,5,5,0
SABINO PASQUALE,9,9,0
SABINO PIETR,5,5,0
SABINO SOCCORSO,10,10,0
SABRA,1,0,1
SABRIANA,5,0,5
SABRINA,3070,0,3070
SABRINA AGATA,1,0,1
SABRINA BARBARA,6,0,6
SABRINA DANIELA,21,0,21
SABRINA EMANUELA,10,0,10
SABRINA GIOVANNA,5,0,5
SABRINA LUCIA CONCETTA,1,0,1
SABRINA MARIA,5,0,5
SABRINA MARIA ANTONE,5,0,5
SABRINA OLIMPIA,23,0,23
SABRINA PAMELA,9,0,9
SABRINA PAOLA,1,0,1
SABRINA ROBERTA,10,0,10
SABRINA ROSA CINZIA,2,0,2
SABRINA TILDE,1,0,1
SABRINAE,5,5,0
SACHA,14,9,5
SACHA JACOPO RUBEN,3,3,0
SAELE,5,5,0
SAHARA,1,0,1
SAID,5,5,0
SAIDA,11,0,11
SAIMO,4,4,0
SAIMON,15,15,0
SAINO,5,5,0
SALA,4,4,0
SALACO,1,1,0
SALAMONE ANTONIO,7,7,0
SALAVTORE,8,8,0
SALERNO,10,10,0
SALETTA,5,0,5
SALIHA,1,0,1
SALIMA,23,0,23
SALIMA SIMONA,10,0,10
SALIMBENE,1,1,0
SALLUSTIO,21,21,0
SALMINO,5,5,0
SALOMONE,5,5,0
SALOMONE ITALO,20,20,0
SALOMONE LEONARDO,5,5,0
SALOVATORE,3,3,0
SALTORE,1,1,0
SALUTINA,5,0,5
SALVADOR,22,22,0
SALVADORE,5,5,0
SALVADORI,4,4,0
SALVANTONIO,5,5,0
SALVAORE,4,4,0
SALVAOTRE,2,2,0
SALVARORE,5,5,0
SALVAROTE,5,5,0
SALVATOE,5,5,0
SALVATOERE,5,5,0
SALVATOR'ANGELO,9,9,0
SALVATORA,66,0,66
SALVATORA ANTONIA,13,0,13
SALVATORANGE,5,5,0
SALVATORANGELA,15,0,15
SALVATORANGELO,213,213,0
SALVATORANGELO COSTA,4,4,0
SALVATORE,52301,52292,9
SALVATORE  MARIA,2,2,0
SALVATORE 943,8,8,0
SALVATORE 948,8,8,0
SALVATORE A.,14,14,0
SALVATORE A. F. D.,5,5,0
SALVATORE A.M.,3,3,0
SALVATORE ADRIEN,2,2,0
SALVATORE AGATINO,5,5,0
SALVATORE ALCIDE,10,10,0
SALVATORE ALDO,17,17,0
SALVATORE ALESSANDRO,6,6,0
SALVATORE ALESSIO,4,4,0
SALVATORE ALFIO,6,6,0
SALVATORE AMEDEO,3,3,0
SALVATORE AN,15,15,0
SALVATORE ANDREA,62,62,0
SALVATORE ANGELO,364,364,0
SALVATORE ANIELLO,4,4,0
SALVATORE ANNA,9,9,0
SALVATORE ANTONINO,61,61,0
SALVATORE ANTONIO,516,516,0
SALVATORE ANTONIO M.,10,10,0
SALVATORE ANTONIO MA,26,26,0
SALVATORE ANTONIO P.,5,5,0
SALVATORE ANTONY,5,5,0
SALVATORE ARTURO,10,10,0
SALVATORE AURELIO,14,14,0
SALVATORE B.,5,5,0
SALVATORE BARTOLOMEO,15,15,0
SALVATORE BATTISTA,3,3,0
SALVATORE BIAGIO,7,7,0
SALVATORE BRUNO,5,5,0
SALVATORE CALOGERO,20,20,0
SALVATORE CARLO,56,56,0
SALVATORE CARMELO,38,38,0
SALVATORE CARMINE,10,10,0
SALVATORE CHRISTIAN,5,5,0
SALVATORE CIRIACO,20,20,0
SALVATORE CIRO,28,28,0
SALVATORE CLAUDIO,24,24,0
SALVATORE CORRADO,3,3,0
SALVATORE COSIMO,10,10,0
SALVATORE COSMO,4,4,0
SALVATORE CRISPINO,3,3,0
SALVATORE CRISTIAN,11,11,0
SALVATORE CRISTINO,8,8,0
SALVATORE DA,5,5,0
SALVATORE DANIELE,27,27,0
SALVATORE DANILO,12,12,0
SALVATORE DARIO,5,5,0
SALVATORE DENIS,5,5,0
SALVATORE DEODATO,5,5,0
SALVATORE DO,4,4,0
SALVATORE DOMENICO,71,71,0
SALVATORE DONATO,26,26,0
SALVATORE EDUARDO,17,17,0
SALVATORE ELIA,20,20,0
SALVATORE ELIO,9,9,0
SALVATORE EMANUELE,4,4,0
SALVATORE EMILIANO,9,9,0
SALVATORE ENRICO,12,12,0
SALVATORE ERCOLE,34,34,0
SALVATORE EUGENIO,10,10,0
SALVATORE EZIO,19,19,0
SALVATORE F.,2,2,0
SALVATORE FABIO,7,7,0
