nome,tot,male,female
GIULIO LUIGI,26,26,0
GIULIO LUIGINO,22,22,0
GIULIO MARCO,18,18,0
GIULIO MARIA,39,39,0
GIULIO MARIA ANTONIO,4,4,0
GIULIO MARIA CARLO,9,9,0
GIULIO MARIANO,6,6,0
GIULIO MARIO,47,47,0
GIULIO MARIO LUIGI,40,40,0
GIULIO MASSIMO,20,20,0
GIULIO MATTEO,10,10,0
GIULIO MAURIZIO,18,18,0
GIULIO MICHE,10,10,0
GIULIO MICHELE,41,41,0
GIULIO NATALE,15,15,0
GIULIO NICOLA,21,21,0
GIULIO ORAZIO,9,9,0
GIULIO OTTAVIO,5,5,0
GIULIO PAOLO,23,23,0
GIULIO PIETRO,10,10,0
GIULIO RENATO,10,10,0
GIULIO ROBERTO,8,8,0
GIULIO ROCCO,6,6,0
GIULIO SALVATORE,21,21,0
GIULIO SAVERIO,2,2,0
GIULIO SEVERO,5,5,0
GIULIO SIMONE,4,4,0
GIULIO STEFANO,14,14,0
GIULIO TULLIO,11,11,0
GIULIO UMBERTO,2,2,0
GIULIO VINCENZO MARIA,2,2,0
GIULIOCESARE,1,1,0
GIULIOGIANFRANCO,1,1,0
GIULIOMARIA,3,3,0
GIULIVO,4,4,0
GIUNIA,15,0,15
GIUNIO,11,11,0
GIUNTI,5,5,0
GIUSEOOE,4,4,0
GIUSEPE,16,16,0
GIUSEPEE,10,10,0
GIUSEPOPE,5,5,0
GIUSEPPA,1300,0,1300
GIUSEPPA ANGELA,15,0,15
GIUSEPPA ANTONIA,4,0,4
GIUSEPPA ASSUNTA,6,0,6
GIUSEPPA CALOGERA,4,0,4
GIUSEPPA CARMELA,8,0,8
GIUSEPPA EMMA,5,0,5
GIUSEPPA FLORINA,3,0,3
GIUSEPPA IN SCAMACCA,4,0,4
GIUSEPPA LINA,4,0,4
GIUSEPPA LUIGIA,20,0,20
GIUSEPPA MAR,8,0,8
GIUSEPPA MARCELLA,10,5,5
GIUSEPPA MARIA,6,0,6
GIUSEPPA MARIA ORAZIA,3,0,3
GIUSEPPA PATRIZIA,8,0,8
GIUSEPPA RAIMONDA,5,0,5
GIUSEPPA RITA,23,0,23
GIUSEPPA ROSA,13,0,13
GIUSEPPA SAN,5,0,5
GIUSEPPANDREA,37,37,0
GIUSEPPANDREA G.,10,10,0
GIUSEPPANGELO,7,7,0
GIUSEPPANNA,3,0,3
GIUSEPPANTONIO,284,284,0
GIUSEPPE,191186,191140,46
GIUSEPPE  NICOLA,3,3,0
GIUSEPPE (1946),4,4,0
GIUSEPPE (BEPPE),1,1,0
GIUSEPPE (PINO),5,5,0
GIUSEPPE 1948,5,5,0
GIUSEPPE 52,4,4,0
GIUSEPPE 952,3,3,0
GIUSEPPE 956,3,3,0
GIUSEPPE A,25,25,0
GIUSEPPE A.,12,12,0
GIUSEPPE ABATE,5,5,0
GIUSEPPE ABATE GERAR,5,5,0
GIUSEPPE ADAMO CAMIL,5,5,0
GIUSEPPE ADAMO CAMILLO,2,2,0
GIUSEPPE ADO,4,4,0
GIUSEPPE ADOLFO,10,10,0
GIUSEPPE ADRIANO,17,17,0
GIUSEPPE AGATINO,3,3,0
GIUSEPPE AGOSTINO,40,40,0
GIUSEPPE AGRIPPINO,7,7,0
GIUSEPPE AL,5,5,0
GIUSEPPE ALBERTO,102,102,0
GIUSEPPE ALBINO,8,8,0
GIUSEPPE ALD,5,5,0
GIUSEPPE ALDO,21,21,0
GIUSEPPE ALESSANDRO,36,36,0
GIUSEPPE ALESSIO,13,13,0
GIUSEPPE ALFIO,9,9,0
GIUSEPPE ALFONSINO,5,5,0
GIUSEPPE ALFONSO,18,18,0
GIUSEPPE ALFREDO,26,26,0
GIUSEPPE ALVARO,1,1,0
GIUSEPPE AMBROGIO,67,67,0
GIUSEPPE AMEDEO,7,7,0
GIUSEPPE AMERIGO,10,10,0
GIUSEPPE AND,5,5,0
GIUSEPPE ANDREA,111,111,0
GIUSEPPE ANDREA OMAR,5,5,0
GIUSEPPE ANG,5,5,0
GIUSEPPE ANGELO,267,267,0
GIUSEPPE ANGELO MARIO,1,1,0
GIUSEPPE ANIELLO,22,22,0
GIUSEPPE ANNIBALE,16,16,0
GIUSEPPE ANNUNZIATO,10,10,0
GIUSEPPE ANT,49,49,0
GIUSEPPE ANT.,4,4,0
GIUSEPPE ANT. FRANCO,5,5,0
GIUSEPPE ANTONELLO,13,13,0
GIUSEPPE ANTONINO,79,79,0
GIUSEPPE ANTONIO,1968,1968,0
GIUSEPPE ANTONIO BIA,5,5,0
GIUSEPPE ANTONIO CES,7,7,0
GIUSEPPE ANTONIO MAR,5,5,0
GIUSEPPE ANTONIO NATALINO,4,4,0
GIUSEPPE ANTONIO SAL,13,13,0
GIUSEPPE ARMANDO,66,66,0
GIUSEPPE ART,1,1,0
GIUSEPPE ARTURO,6,6,0
GIUSEPPE ASCANIO,14,14,0
GIUSEPPE AT,5,5,0
GIUSEPPE ATTILIO,26,26,0
GIUSEPPE AUGUSTO,6,6,0
GIUSEPPE AURELIO,15,15,0
GIUSEPPE AVERARDO,10,10,0
GIUSEPPE B.,5,5,0
GIUSEPPE BACHISIO,20,20,0
GIUSEPPE BAR,10,10,0
GIUSEPPE BARTOLOMEO,54,54,0
GIUSEPPE BASILIO,11,11,0
GIUSEPPE BATTISTA,19,19,0
GIUSEPPE BENEDETTO,5,5,0
GIUSEPPE BENIAMINO,18,18,0
GIUSEPPE BENITO,43,43,0
GIUSEPPE BEPPE,10,10,0
GIUSEPPE BERNARDINO,4,4,0
GIUSEPPE BERNARDO,29,29,0
GIUSEPPE BIAGIO,18,18,0
GIUSEPPE BISESTINO,3,3,0
GIUSEPPE BONIFACIO,11,11,0
GIUSEPPE BORROMEO,10,10,0
GIUSEPPE BRUNO,17,17,0
GIUSEPPE BRUNO O.,4,4,0
GIUSEPPE C.,32,32,0
GIUSEPPE CALOGERO,20,20,0
GIUSEPPE CAMILLO,5,5,0
GIUSEPPE CAR,11,11,0
GIUSEPPE CARLO,272,272,0
GIUSEPPE CARLO MARIA,5,5,0
GIUSEPPE CARMELO,98,98,0
GIUSEPPE CARMINE,69,69,0
GIUSEPPE CELERE,1,1,0
GIUSEPPE CELERINO,19,19,0
GIUSEPPE CES,10,10,0
GIUSEPPE CESARE,51,51,0
GIUSEPPE CIRILLO,16,16,0
GIUSEPPE CIRO,10,10,0
GIUSEPPE CLAUDIO,92,92,0
GIUSEPPE CLEMENTE,5,5,0
GIUSEPPE CONCETTO,23,23,0
GIUSEPPE CONO,10,10,0
GIUSEPPE CONTARDO,15,15,0
GIUSEPPE CORNELIO,10,10,0
GIUSEPPE CORRADO,16,16,0
GIUSEPPE COSIMO,49,49,0
GIUSEPPE COSMO,15,15,0
GIUSEPPE COSTANTINO,24,24,0
GIUSEPPE CRI,5,5,0
GIUSEPPE CRISTIANO,23,23,0
GIUSEPPE CRISTOFORO,3,3,0
GIUSEPPE CROCE,8,8,0
GIUSEPPE D,10,10,0
GIUSEPPE DAMIANO,3,3,0
GIUSEPPE DANIELE,24,24,0
GIUSEPPE DANILO,8,8,0
GIUSEPPE DARIO,26,26,0
GIUSEPPE DAV,5,5,0
GIUSEPPE DAVID,7,7,0
GIUSEPPE DAVIDE,32,32,0
GIUSEPPE DEEPAK,10,10,0
GIUSEPPE DEMETRIO,1,1,0
GIUSEPPE DENI,2,2,0
GIUSEPPE DETTO ENNIO,1,1,0
GIUSEPPE DETTO PEPPE,10,10,0
GIUSEPPE DETTO PEPPI,5,5,0
GIUSEPPE DETTO PINO,15,15,0
GIUSEPPE DETTO PIPPO,5,5,0
GIUSEPPE DI,5,5,0
GIUSEPPE DI MARIO,4,4,0
GIUSEPPE DIEGO,28,28,0
GIUSEPPE DINO,12,12,0
GIUSEPPE DOMENICO,363,363,0
GIUSEPPE DOMENICO V.,4,4,0
GIUSEPPE DONATO,23,23,0
GIUSEPPE EDOARDO,50,50,0
GIUSEPPE EDUARDO,6,6,0
GIUSEPPE ELI,5,5,0
GIUSEPPE ELIA,22,22,0
GIUSEPPE ELIO,5,5,0
GIUSEPPE ELIS,4,4,0
GIUSEPPE ELISEO,5,5,0
GIUSEPPE ELVIO,16,16,0
GIUSEPPE EMANUELE,5,5,0
GIUSEPPE EMIDIO,11,11,0
GIUSEPPE EMILIO,89,89,0
GIUSEPPE ENNIO,15,15,0
GIUSEPPE ENRICO,53,53,0
GIUSEPPE ENZIO,14,14,0
GIUSEPPE ENZO,37,37,0
GIUSEPPE ERALDO,5,5,0
GIUSEPPE ERASMO,5,5,0
GIUSEPPE ERC,5,5,0
GIUSEPPE ERCOLE,9,9,0
GIUSEPPE ERIBERTO,8,8,0
GIUSEPPE ERMANNO,10,10,0
GIUSEPPE ERMINIO,13,13,0
GIUSEPPE ERNESTO,45,45,0
GIUSEPPE ERNESTO MARIA,1,1,0
GIUSEPPE EROS,11,11,0
GIUSEPPE ETTORE,8,8,0
GIUSEPPE EUGENIO,14,14,0
GIUSEPPE EUPLIO,1,1,0
GIUSEPPE EZIO,37,37,0
GIUSEPPE F,15,15,0
GIUSEPPE F.,14,14,0
GIUSEPPE FABIO,16,16,0
GIUSEPPE FABRIZIO,58,58,0
GIUSEPPE FAUSTO,46,46,0
GIUSEPPE FEBRONIO,4,4,0
GIUSEPPE FED,4,4,0
GIUSEPPE FEDELE,9,9,0
GIUSEPPE FEDERICO,31,31,0
GIUSEPPE FEL,4,4,0
GIUSEPPE FELICE,67,67,0
GIUSEPPE FELICE CARL,5,5,0
GIUSEPPE FERDINANDO,35,35,0
GIUSEPPE FERNANDO,26,26,0
GIUSEPPE FILIPPO,57,57,0
GIUSEPPE FIO,5,5,0
GIUSEPPE FIORE,22,22,0
GIUSEPPE FLAVIANO,10,10,0
GIUSEPPE FLAVIO,17,17,0
GIUSEPPE FLORIANO,20,20,0
GIUSEPPE FLORIO,4,4,0
GIUSEPPE FORTUNATO,19,19,0
GIUSEPPE FRANCESCO,368,368,0
GIUSEPPE FRANCO,84,84,0
GIUSEPPE G,18,18,0
GIUSEPPE G.,7,7,0
GIUSEPPE GABRIELE,26,26,0
GIUSEPPE GAETANO,59,59,0
GIUSEPPE GASTONE,2,2,0
GIUSEPPE GENNARO,1,1,0
GIUSEPPE GERARDO,62,62,0
GIUSEPPE GERMANO,11,11,0
GIUSEPPE GEROLAMO,25,25,0
GIUSEPPE GIA,8,8,0
GIUSEPPE GIACINTO,10,10,0
GIUSEPPE GIACOMO,101,101,0
GIUSEPPE GIAN MARIO,5,5,0
GIUSEPPE GIANLUCA,3,3,0
GIUSEPPE GIANMARIO,5,5,0
GIUSEPPE GIANNI,15,15,0
GIUSEPPE GILBERTO,21,21,0
GIUSEPPE GIO,20,20,0
GIUSEPPE GIORDANO,13,13,0
GIUSEPPE GIORGIO,53,53,0
GIUSEPPE GIOVANNI,348,348,0
GIUSEPPE GIOVANNI AN,5,5,0
GIUSEPPE GIOVANNI ANTONIO MICHELE,3,3,0
GIUSEPPE GIOVANNI COSIMO,8,8,0
GIUSEPPE GIOVANNI MARIA,1,1,0
GIUSEPPE GIR,7,7,0
GIUSEPPE GIROLAMO,2,2,0
GIUSEPPE GIULIANO,40,40,0
GIUSEPPE GIULIO,23,23,0
GIUSEPPE GIUSTO,10,10,0
GIUSEPPE GRAZIANO,4,4,0
GIUSEPPE GRE,8,8,0
GIUSEPPE GREGORIO,12,12,0
GIUSEPPE GUGLIELMO,13,13,0
GIUSEPPE GUI,3,3,0
GIUSEPPE GUIDO,49,49,0
GIUSEPPE I,5,5,0
GIUSEPPE IGINO PAOLO,5,5,0
GIUSEPPE IGNAZIO,52,52,0
GIUSEPPE ILDEFONSO,6,6,0
GIUSEPPE INNOCENTE,17,17,0
GIUSEPPE ITALO,10,10,0
GIUSEPPE IVANO,8,8,0
GIUSEPPE IVO,20,20,0
GIUSEPPE JARNO,16,16,0
GIUSEPPE KARIM,1,1,0
GIUSEPPE L,20,20,0
GIUSEPPE L.,1,1,0
GIUSEPPE LAZZARO,5,5,0
GIUSEPPE LENIN,18,18,0
GIUSEPPE LEO,10,10,0
GIUSEPPE LEONARDO,53,53,0
GIUSEPPE LEONE,5,5,0
GIUSEPPE LEONIDA,10,10,0
GIUSEPPE LEOPOLDO,8,8,0
GIUSEPPE LIBERATO,15,15,0
GIUSEPPE LIBERO,4,4,0
GIUSEPPE LINDO,8,8,0
GIUSEPPE LIONELLO,3,3,0
GIUSEPPE LIVIO,43,43,0
GIUSEPPE LORENZO,30,30,0
GIUSEPPE LORETO,9,9,0
GIUSEPPE LORIS,9,9,0
GIUSEPPE LUC,5,5,0
GIUSEPPE LUCA,5,5,0
GIUSEPPE LUCIAN,3,3,0
GIUSEPPE LUCIANO,92,92,0
GIUSEPPE LUCIO,47,47,0
GIUSEPPE LUDOVICO,5,5,0
GIUSEPPE LUI,10,10,0
GIUSEPPE LUIGI,527,527,0
GIUSEPPE LUIGI IGNAZ,15,15,0
GIUSEPPE M,15,15,0
GIUSEPPE M.,2,2,0
GIUSEPPE M.F.,5,5,0
GIUSEPPE MANLIO,18,18,0
GIUSEPPE MAR,20,20,0
GIUSEPPE MARCELLINO,13,13,0
GIUSEPPE MARCELLO,9,9,0
GIUSEPPE MARCELLO M.,1,1,0
GIUSEPPE MARCO,48,48,0
GIUSEPPE MARIA,387,386,1
GIUSEPPE MARIA ANTON,5,5,0
GIUSEPPE MARIA LUIGI,4,4,0
GIUSEPPE MARIA SANTO,4,4,0
GIUSEPPE MARIANO,10,10,0
GIUSEPPE MARINO,17,17,0
GIUSEPPE MARIO,510,510,0
GIUSEPPE MARIO R.,5,5,0
GIUSEPPE MARTINO,15,15,0
GIUSEPPE MAS,5,5,0
GIUSEPPE MASSIMO,86,86,0
GIUSEPPE MASSIMO P.,5,5,0
GIUSEPPE MAT,10,10,0
GIUSEPPE MATTEO,25,25,0
GIUSEPPE MAURILIO,21,21,0
GIUSEPPE MAURIZIO,56,56,0
GIUSEPPE MAURO,117,117,0
GIUSEPPE MICHELANGEL,20,20,0
GIUSEPPE MICHELE,92,92,0
GIUSEPPE MICHELINO,2,2,0
GIUSEPPE MILLER,5,5,0
GIUSEPPE MIRCO,11,11,0
GIUSEPPE MIRENO,10,10,0
GIUSEPPE MORENO,10,10,0
GIUSEPPE MUSSOLINO,9,9,0
GIUSEPPE N,5,5,0
GIUSEPPE NATALE,55,55,0
GIUSEPPE NATALE E,11,11,0
GIUSEPPE NATALINO,14,14,0
GIUSEPPE NAZZARENO,37,37,0
GIUSEPPE NELLO,17,17,0
GIUSEPPE NEMORINO L,5,5,0
GIUSEPPE NERINO,5,5,0
GIUSEPPE NIC,5,5,0
GIUSEPPE NICOLA,199,199,0
GIUSEPPE NICOLAMARIA,5,5,0
GIUSEPPE NICOLINO,4,4,0
GIUSEPPE NICOLO',5,5,0
GIUSEPPE NINO,16,16,0
GIUSEPPE NOTARO,1,1,0
GIUSEPPE NUNZIATO,4,4,0
GIUSEPPE NUNZIO,15,15,0
GIUSEPPE O,5,5,0
GIUSEPPE OLIMPIO,5,5,0
GIUSEPPE ONOFRIO,4,4,0
GIUSEPPE ORAZIO,8,8,0
GIUSEPPE ORESTE,12,12,0
GIUSEPPE OSVALDO,10,10,0
GIUSEPPE OTTAVIANO,10,10,0
GIUSEPPE OTTAVIO,68,68,0
GIUSEPPE P.,5,5,0
GIUSEPPE PALMIRO,3,3,0
GIUSEPPE PALO,3,3,0
GIUSEPPE PANCRAZIO,4,4,0
GIUSEPPE PANTALEO,5,5,0
GIUSEPPE PAOLINO,5,5,0
GIUSEPPE PAOLO,210,210,0
GIUSEPPE PAOLO GINO,3,3,0
GIUSEPPE PAOLO PINO,3,3,0
GIUSEPPE PAOLO TEREN,4,4,0
GIUSEPPE PASQUALE,55,55,0
GIUSEPPE PATRIK,5,5,0
GIUSEPPE PATRIZIO,9,9,0
GIUSEPPE PEPPINO,30,30,0
GIUSEPPE PIE,12,12,0
GIUSEPPE PIER FERDINANDO,5,5,0
GIUSEPPE PIERGIORGIO,4,4,0
GIUSEPPE PIERLUIGI,2,2,0
GIUSEPPE PIERO,22,22,0
GIUSEPPE PIETRO,197,197,0
GIUSEPPE PINO,35,35,0
GIUSEPPE PIO,45,45,0
GIUSEPPE PIO ANTONELLO,1,1,0
GIUSEPPE PIP,5,5,0
GIUSEPPE POMPEO,38,38,0
GIUSEPPE PONZIANO,4,4,0
GIUSEPPE PRIMO,2,2,0
GIUSEPPE R,1,1,0
GIUSEPPE R.,4,4,0
GIUSEPPE RAFFAELE,64,64,0
GIUSEPPE RAIMONDO,9,9,0
GIUSEPPE REN,5,5,0
GIUSEPPE RENATO,39,39,0
GIUSEPPE RENZO,14,14,0
GIUSEPPE RIBELLE,10,10,0
GIUSEPPE RICARDO,5,5,0
GIUSEPPE RICCARDO,41,41,0
GIUSEPPE RINALDO,13,13,0
GIUSEPPE RINO,20,20,0
GIUSEPPE RITA,7,7,0
GIUSEPPE RIZZIERI,5,5,0
GIUSEPPE ROBERTO,85,85,0
GIUSEPPE ROBERTO MAURO,4,4,0
GIUSEPPE ROCCO,106,106,0
GIUSEPPE ROCO,5,5,0
GIUSEPPE RODOLFO,21,21,0
GIUSEPPE ROM,5,5,0
GIUSEPPE ROMANO,33,33,0
GIUSEPPE ROMEO,6,6,0
GIUSEPPE ROMOLO,10,10,0
GIUSEPPE ROSARIO,135,135,0
GIUSEPPE ROSSANO,5,5,0
GIUSEPPE ROSSO,3,3,0
GIUSEPPE RUGGERO,10,10,0
GIUSEPPE S,6,6,0
GIUSEPPE S.,7,7,0
GIUSEPPE SABATINO,14,14,0
GIUSEPPE SABINO,13,13,0
GIUSEPPE SAL,23,23,0
GIUSEPPE SALVATORE,311,311,0
GIUSEPPE SALVATORE ANTONINO,6,6,0
GIUSEPPE SANTE,4,4,0
GIUSEPPE SANTI,3,3,0
GIUSEPPE SANTINO,31,31,0
GIUSEPPE SANTO,77,77,0
GIUSEPPE SANZIO,4,4,0
GIUSEPPE SAVERIO,78,78,0
GIUSEPPE SEBASTIANO,11,11,0
GIUSEPPE SECONDO,39,39,0
GIUSEPPE SERAFINO,24,24,0
GIUSEPPE SERGIO,31,31,0
GIUSEPPE SEVERINO,12,12,0
GIUSEPPE SEVERO,5,5,0
GIUSEPPE SILVANO,8,8,0
GIUSEPPE SILVIO,24,24,0
GIUSEPPE SIMEONE,1,1,0
GIUSEPPE SIMONE,1,1,0
GIUSEPPE STEFANO,50,50,0
GIUSEPPE TEO,5,5,0
GIUSEPPE TEODOSIO,5,5,0
GIUSEPPE TERENZIANO,5,5,0
GIUSEPPE TERESIO,31,31,0
GIUSEPPE TINDARO,5,5,0
GIUSEPPE TIZIANO,9,9,0
GIUSEPPE TOMMASO,66,66,0
GIUSEPPE TULLIO,15,15,0
GIUSEPPE U,5,5,0
GIUSEPPE UGO,3,3,0
GIUSEPPE UMBERTO,13,13,0
GIUSEPPE V,4,4,0
GIUSEPPE VALENTINO,9,9,0
GIUSEPPE VALTER,5,5,0
GIUSEPPE VANES,10,10,0
GIUSEPPE VENANZIO,3,3,0
GIUSEPPE VIN,2,2,0
GIUSEPPE VINCENZO,102,102,0
GIUSEPPE VIRGILIO,16,16,0
GIUSEPPE VIRGINIO,14,14,0
GIUSEPPE VIT,13,13,0
GIUSEPPE VITALE,5,5,0
GIUSEPPE VITO,74,74,0
GIUSEPPE VITO RUGGIE,2,2,0
GIUSEPPE VITTORIO,57,57,0
GIUSEPPE VITTORIO E.,5,5,0
GIUSEPPE WALTER,23,23,0
GIUSEPPE WILLIAM,9,9,0
GIUSEPPE ZAFFERINO,5,5,0
GIUSEPPE  DAVIDE,5,5,0
GIUSEPPE  FERNANDO,1,1,0
GIUSEPPEANTONIO,40,40,0
GIUSEPPEMARIA,1,1,0
GIUSEPPENICO,5,5,0
GIUSEPPENICOLA,10,10,0
GIUSEPPEO,6,6,0
GIUSEPPINA,7487,0,7487
GIUSEPPINA ADOLFINA,10,0,10
GIUSEPPINA ANGELA,8,0,8
GIUSEPPINA ANNA,6,0,6
GIUSEPPINA ANNA MARIA,2,0,2
GIUSEPPINA ANTONELLA,4,0,4
GIUSEPPINA ASSUNTA,5,0,5
GIUSEPPINA AURORA,5,0,5
GIUSEPPINA CARMEN,6,0,6
GIUSEPPINA CATENA,8,0,8
GIUSEPPINA CELESTINA,5,0,5
GIUSEPPINA CINZIA,2,0,2
GIUSEPPINA DOMENICA,13,0,13
GIUSEPPINA EGLE,1,0,1
GIUSEPPINA ERNESTA,4,0,4
GIUSEPPINA FRANCA,9,0,9
GIUSEPPINA FRANCESCA,1,0,1
GIUSEPPINA GIACOMINA,5,0,5
GIUSEPPINA GIOVANNA,25,0,25
GIUSEPPINA GRAZIA,6,0,6
GIUSEPPINA ILIA,1,0,1
GIUSEPPINA LUCIA,6,0,6
GIUSEPPINA LUIGIA,9,0,9
GIUSEPPINA LUISA,14,0,14
GIUSEPPINA M,5,0,5
GIUSEPPINA MARIA,100,3,97
GIUSEPPINA MARIAGRAZ,5,0,5
GIUSEPPINA MARIELLA,1,0,1
GIUSEPPINA MARISA,2,0,2
GIUSEPPINA MICHELA,1,0,1
GIUSEPPINA NADIA,2,0,2
GIUSEPPINA NATALIA,2,0,2
GIUSEPPINA ODESSA,3,0,3
GIUSEPPINA ORSOLA,7,0,7
GIUSEPPINA PAOLA,21,0,21
GIUSEPPINA PATRIZIA,5,0,5
GIUSEPPINA PIERA,10,0,10
GIUSEPPINA PINA,4,0,4
GIUSEPPINA RITA,1,0,1
GIUSEPPINA RITA ALBA,5,0,5
GIUSEPPINA ROBERTA,12,0,12
GIUSEPPINA ROMANA,3,0,3
GIUSEPPINA ROMINA,10,0,10
GIUSEPPINA ROSARIA,4,0,4
GIUSEPPINA SABINA,5,0,5
GIUSEPPINA TERESA,3,0,3
GIUSEPPINA VALENTINA,5,0,5
GIUSEPPINA VITTORIA,5,0,5
GIUSEPPINA  MICHELA,4,0,4
GIUSEPPINI,5,5,0
GIUSEPPINO,1242,1242,0
GIUSEPPINO AURELIO,5,5,0
GIUSEPPINO FIORENZO,4,4,0
GIUSEPPINO MATTEO,10,10,0
GIUSEPPPE,20,20,0
GIUSEPPPINA RITA,4,0,4
GIUSEPPPINO,5,5,0
GIUSEPPR,4,4,0
GIUSESPPE,2,2,0
GIUSGIORGIO,6,6,0
GIUSI,97,0,97
GIUSI ANNAMARIA,3,0,3
GIUSI SANTA,2,0,2
GIUSMARIA,5,5,0
GIUSMICH,5,5,0
GIUSOEPPE,3,3,0
GIUSPPE,32,32,0
GIUSSANO,11,11,0
GIUSSEPPE,5,5,0
GIUSTA,15,0,15
GIUSTIINO,1,1,0
GIUSTILIANO,7,7,0
GIUSTINA,119,0,119
GIUSTINA FRANCESCA,6,0,6
GIUSTINA GIANNINA,20,0,20
GIUSTINIANO,57,57,0
GIUSTINO,886,886,0
GIUSTINO BENEDETTO,5,5,0
GIUSTINO GAETANO,3,3,0
GIUSTINO LUCIANO,10,10,0
GIUSTINO NATALE,10,10,0
GIUSTINO PAOLO,19,19,0
GIUSTINO SANTO,2,2,0
GIUSTINO WALTER,1,1,0
GIUSTO,546,546,0
GIUSTO MICHELE,3,3,0
GIUSTO NICOLA,2,2,0
GIUSVA,1,1,0
GIUSY,69,0,69
GIUSY DENISE,1,0,1
GIUSY FLAVIA,1,0,1
GIUSY KATIA,10,0,10
GIUSY MARA,3,0,3
GIUSYMANUELA,2,0,2
GIVANNI,8,8,0
GIVANNI BATTISTA,2,2,0
GIVERSO,4,4,0
GIZELA,1,0,1
GIZELLA,4,0,4
GIZIANA,10,0,10
GIZIANO,5,5,0
GLADIR,3,0,3
GLADIS,20,13,7
GLADISEO,14,14,0
GLADYS,15,0,15
GLADYS VIOLETA,14,0,14
GLAIDE,5,5,0
GLAUCA,9,0,9
GLAUCO,425,425,0
GLAUCO CELES,5,5,0
GLAUCO EMMANUELE,5,5,0
GLAUCO FRANCESCO,5,5,0
GLAUCO ROSARIO,3,3,0
GLAUCO VINICIO,3,3,0
GLAUDENZIO,3,3,0
GLAUDIO,4,4,0
GLAUDIO DOMENICO,3,3,0
GLAUDO,1,1,0
GLEDJS,10,0,10
GLENDA,17,0,17
GLENIS,5,5,0
GLICERIO,24,24,0
GLISENTE,10,10,0
GLOENDA,1,0,1
GLORIA,851,0,851
GLORIA ANNA,14,0,14
GLORIA EBE ANTONIA,10,0,10
GLORIA ELISA,15,0,15
GLORIA EVA,5,0,5
GLORIA LOREDANA,5,0,5
GLORIA MARIA,9,0,9
GLORIA MARIAEMMA,5,0,5
GLORIA SANDRINA VALENTINA,1,0,1
GLORIA TERESA,4,0,4
GLORIANA,77,0,77
GLORIANO,27,27,0
GLORIANTONIO,5,5,0
GLULIANA,4,0,4
GMARIO,5,5,0
GOBBO,5,5,0
GOBBO MASSIMILIANO,1,1,0
GOFFEDO,4,4,0
GOFFREDA,11,0,11
GOFFREDO,701,701,0
GOFFREDO FRANCESCO,20,20,0
GOFFREDO ITALO,10,10,0
GOFFREDO MARIA,8,8,0
GOFFREDO ROBERTO,9,9,0
GOLFREDO,20,20,0
GOLIARDO,10,10,0
GOLO SERGIO,5,5,0
GONARIA,20,0,20
GONARIO,142,142,0
GONARIO MARIO,15,15,0
GONIPPO,5,5,0
GONTIER PIER,10,0,10
GORALDO,8,8,0
GORAN,7,7,0
GORDANA,7,0,7
GORETTA MARIA,5,0,5
GORETTO,8,8,0
GORGONI MARCO,3,3,0
GORGONIO,3,3,0
GORIANO,5,5,0
GORINO,10,10,0
GORIO,1,1,0
GOSTINO,4,4,0
GOTARDO,5,5,0
GOTHARD,30,30,0
GOTTARDO,118,118,0
GOTTFRIED,399,399,0
GOTTFRIED JOSEF,21,21,0
GOTTFRIED MATTHIAS,10,10,0
GOTTHARD,55,55,0
GOTTLIEB,34,34,0
GOTTRADO,5,5,0
GOVANNI,4,4,0
GOVANNI ALBERTO,3,3,0
GOVANNI ANTONIO,5,5,0
GOZIO,2,2,0
GPAOLO,5,5,0
GPIERO,5,5,0
GPIETRO,10,10,0
GRABIELE,5,5,0
GRABRIELLA PASQUA M.,1,0,1
GRACCO VITTO,10,10,0
GRACIANO DONATO ANTONIO,2,2,0
GRADITO,8,8,0
GRADUS,1,1,0
GRAMANTIERI,4,0,4
GRANATO,10,10,0
GRANCESCO,3,3,0
GRAPPO,14,14,0
GRASIOSO,5,5,0
GRATILIANO,4,4,0
GRATO,25,25,0
GRATO PIETRO,6,6,0
GRAUX,1,1,0
GRAZIA,1566,19,1547
GRAZIA AGATA,7,0,7
GRAZIA AMELIA,5,0,5
GRAZIA ANGELA,50,0,50
GRAZIA ANNA,5,0,5
GRAZIA ANNA IMMACOLA,15,0,15
GRAZIA ANTONINA,4,0,4
GRAZIA BATTISTINA,15,0,15
GRAZIA CARLA,8,0,8
GRAZIA CARMELA,4,0,4
GRAZIA CECILIA,6,0,6
GRAZIA CONCETTA,4,0,4
GRAZIA CRISTINA,10,0,10
GRAZIA DOMENICA,23,0,23
GRAZIA DONATA,26,0,26
GRAZIA ELMERINDA,8,0,8
GRAZIA EMMA,1,1,0
GRAZIA MADDALENA,4,0,4
GRAZIA MARIA,148,0,148
GRAZIA MARIA ANTONIA,1,0,1
GRAZIA MARIA G.,5,0,5
GRAZIA MARIA INES,5,0,5
GRAZIA MARIA LUCIA,5,0,5
GRAZIA MARISA,5,0,5
GRAZIA NADIA,5,0,5
GRAZIA ORIANA,3,0,3
GRAZIA PAOLA,23,0,23
GRAZIA PIERA,10,0,10
GRAZIA PIETRA PAOLA,2,0,2
GRAZIA ROSA,6,0,6
GRAZIA ROSA ANNA,18,0,18
GRAZIA ROSARIA,6,0,6
GRAZIA SIMONA,5,0,5
GRAZIAMARIA,5,0,5
GRAZIANA,214,0,214
